SiteId,UnitId,ReadDate,Salinity in ppt,Dissolved Oxygen milligram per lit,pH ,Secchi Depth meters,Water Depth meters,Water Temp Celsius,Air Temp Celsius,Air Temp Fahrenheit,Time 24 clcok,Field Technician,DateVerified,WhoVerified
D,,07-05-2007,0,3.9,6.5,0.5,0.9,24,,82,0,Not Recorded,,
D,,7/19/2007,0,5.2,,0.8,0.9,29,,80,0,Not Recorded,,
D,,08-02-2007,0,,7.5,0.8,1.1,31,,81,0,Not Recorded,,
D,,8/21/2007,0,5.7,7,0.7,0.9,28,,80,0,Not Recorded,,
D,,09-06-2007,0,,8.5,0.75,0.9,28,,83,0,Not Recorded,,
D,,9/27/2007,0,4.1,8.5,0.5,0.8,26,,73,0,Not Recorded,,
D,,10-11-2007,0,3.3,7,0.6,0.9,22,,66,0,Not Recorded,,
D,,10/18/2007,0,,,0.75,0.85,23,,70,0,Not Recorded,,
D,,11-01-2007,0,5.9,7,0.75,1,28,,68,0,Not Recorded,,
D,,11-12-2007,,,7,0.8,1.1,18,,56,0,Not Recorded,,
D,,12-06-2007,0,8.7,7,1,1,5,,37,0,Not Recorded,,
D,,12/20/2007,0,6.3,6,1.1,1.1,7,,40,0,Not Recorded,,
Bay,,01-04-2007,0,9,6.5,0.6,0.6,12,,54,0,S. Poe,,
Bay,,1/18/2007,0,10.1,6.5,0.2,0.2,6,,47,0,S. Poe,,
Bay,,02-02-2007,0,8.1,6.5,0.45,0.45,5,,42,0,S. Poe,,
Bay,,2/15/2007,0,9.3,6.5,0.3,0.3,3,,26,0,S. Poe,,
Bay,,03-01-2007,,7.2,6.5,0.3,0.4,9,,48,0,S. Poe,,
Bay,,3/21/2007,0,8.7,6.5,0.3,0.37,11,,51,0,S. Poe,,
Bay,,04-06-2007,0,9.9,6.5,0.4,0.45,11,,46,0,S. Poe,,
Bay,,4/19/2007,0,8.7,6.5,0.1,0.2,13,,57,0,S. Poe,,
Bay,,05-03-2007,0,7.2,6.5,0.4,0.7,19,,59,0,S. Poe,,
Bay,,5/24/2007,0,6.9,7,0.5,0.6,20,,65,0,S. Poe,,
Bay,,5/31/2007,0,,6.5,0.45,0.65,24,,74,0,S. Poe,,
Bay,,6/14/2007,0,8.8,6.5,7.4,7.4,20,,67,0,S. Poe,,
Bay,,07-05-2007,0,,7.5,0.9,1,28,,74,0,S. Poe,,
Bay,,7/19/2007,0,4.7,7,0.3,0.7,27,,80,0,S. Poe,,
Bay,,08-02-2007,0,3.2,8,0.45,0.55,28,,78,0,S. Poe,,
Bay,,8/21/2007,0,5.1,7.5,0.4,0.8,26,,80,0,S. Poe,,
Bay,,09-06-2007,0,4.2,8.5,0.5,0.65,25,,81,0,S. Poe,,
Bay,,9/27/2007,0,3.2,8,0.5,0.9,25,,73,0,S. Poe,,
Bay,,10-11-2007,0,3.2,7,0.4,0.7,23,,65,0,S. Poe,,
Bay,,10/18/2007,0,4.2,,0.4,0.8,21,,70,0,S. Poe,,
Bay,,11-01-2007,0,3.7,7,0.4,0.7,28,,68,0,S. Poe,,
Bay,,11-12-2007,0,4.1,7,0.55,0.6,13,,57,0,S. Poe,,
Bay,,12-06-2007,0,6.8,7,0.25,0.25,5,,37,0,S. Poe,,
Bay,,12/20/2007,0,6.3,7,0.4,0.6,6,,39,0,S. Poe,,
A,,01-03-2008,0,,6.5,1,1.3,4,,29,0,Not Recorded,,
A,,1/17/2008,1,,6.5,1.2,1.3,6,,42,0,Not Recorded,,
A,,02-07-2008,0,,6.5,0.2,0.9,15,,61,0,Not Recorded,,
A,,2/19/2008,0,5.1,6.5,0.7,2.1,12,,46,0,Not Recorded,,
A,,03-07-2008,0,,6.5,0.9,0.9,4,,45,0,Not Recorded,,
A,,3/21/2008,0,4.8,6.5,0.8,1.5,15,,48,0,Not Recorded,,
A,,04-03-2009,0,,7,0.5,1.2,14,,48,0,Not Recorded,,
A,,4/17/2008,0,4,6.5,0.5,1.2,16,,59,0,Not Recorded,,
A,,5/22/2008,0,4.3,7,0.6,1,22,,67,0,Not Recorded,,
A,,06-05-2008,0,,8.2,0.6,0.8,28,,79,0,Not Recorded,,
A,,6/19/2008,1,5.2,7,0.6,0.7,27,,,N/A,Not Recorded,,
A,,07-03-2008,1,,7,0.8,0.1,29,,86,0,Not Recorded,,
A,,7/21/2008,1,3.8,6.5,0.7,1.3,32,,85,0,Not Recorded,,
A,,08-07-2008,0,,6.5,0.6,1,29,,80,0,Not Recorded,,
A,,8/21/2008,,,6.5,0.7,0.9,26,,75,0,Not Recorded,,
A,,09-09-2008,1,,,0.5,1,28,,74,0,Not Recorded,,
A,,9/23/2008,1,6.6,7,0.5,0.5,20,,68,0,Not Recorded,,
A,,10-09-2008,0,,6.5,0.8,1,21.5,,70,0,Not Recorded,,
A,,10/28/2008,1,,7,0.9,0.9,13,,45,0,Not Recorded,,
A,,11-06-2008,1,6.8,6.5,0.8,0.85,15,,60,0,Not Recorded,,
A,,11/18/2008,1,,6.5,0.5,0.5,8.5,,42,0,Not Recorded,,
A,,12-04-2008,1,,6.5,1.6,1.7,8,,48,0,Not Recorded,,
A,,12/16/2008,1,,6.5,0.55,0.55,10,,49,0,Not Recorded,,
B,,01-03-2008,0,,7,0.4,0.4,0,,29,0,Not Recorded,,
B,,1/17/2008,1,4.9,7,0.7,0.9,5,,42,0,Not Recorded,,
B,,02-07-2008,0,,7,0.45,0.45,15,,61,0,Not Recorded,,
B,,2/19/2008,0,6.2,,0.53,0.53,12,,47,0,Not Recorded,,
B,,03-07-2008,0,,7,,,5,,45,,Not Recorded,,
B,,3/21/2008,0,6.9,8,0.6,0.6,13,,49,0,Not Recorded,,
B,,04-03-2008,0,,8.5,0.2,0.6,14,,48,0,Not Recorded,,
B,,4/17/2008,0,5.3,8.5,0.55,0.55,13,,59,0,Not Recorded,,
B,,05-08-2008,0,,6.5,0.3,1,22,,70,0,Not Recorded,,
B,,5/22/2008,0,5.2,7,0.4,0.4,22,,68,0,Not Recorded,,
B,,06-05-2008,0,,8,0.4,0.4,27,,79,0,Not Recorded,,
B,,6/19/2008,1,5.9,7.5,0.2,0.4,26,,,N/A,Not Recorded,,
B,,07-03-2008,1,,7,0.3,0.3,28,,87,0,Not Recorded,,
B,,7/21/2008,1,2.8,7.5,2.5,2.5,30,,85,0,Not Recorded,,
B,,08-07-2008,0,,8.5,0.35,0.35,28,,80,0,Not Recorded,,
B,,8/21/2008,,,7,0.2,0.2,26,,75,0,Not Recorded,,
B,,09-09-2008,1,,,0.2,0.2,28,,74,0,Not Recorded,,
B,,9/23/2008,2,3.9,7,0.1,0.2,20,,68,0,Not Recorded,,
B,,10-09-2008,0,,6.5,0.2,0.3,21,,70,0,Not Recorded,,
B,,10/28/2008,1,,7.5,0.3,0.3,11,,45,0,Not Recorded,,
B,,11-06-2008,3,7,7.5,0.3,0.3,15,,60,0,Not Recorded,,
B,,11/18/2008,1,,7,0.4,0.5,7,,42,0,Not Recorded,,
B,,12-04-2008,0,,,0.4,0.4,8,,47,0,Not Recorded,,
B,,12/16/2008,1,,7,0.6,0.6,11,,49,0,Not Recorded,,
C,,01-03-2008,0,,7,0.65,0.7,0,,29,0,Not Recorded,,
C,,1/17/2008,1,,7,0.6,0.6,5,,42,0,Not Recorded,,
C,,02-07-2008,0,4.3,7,0.7,0.7,16,,61,0,Not Recorded,,
C,,2/19/2008,0,,7,0.7,0.7,12,,48,0,Not Recorded,,
C,,03-07-2008,0,5.2,7,0.6,0.6,4,,45,0,Not Recorded,,
C,,3/21/2008,0,,8,0.5,0.5,14,,49,0,Not Recorded,,
C,,04-03-2008,0,6.5,7,0.3,0.5,13,,48,0,Not Recorded,,
C,,05-08-2008,0,2.3,7,0.4,0.6,20,,70,0,Not Recorded,,
C,,5/22/2008,0,,7,0.45,0.6,22,,68,0,Not Recorded,,
C,,06-05-2008,0,5.4,8,0.25,0.4,29,,78,0,Not Recorded,,
C,,6/19/2008,2,,8.5,0.25,0.5,27,,,N/A,Not Recorded,,
C,,07-03-2008,1,5.1,7,0.4,0.4,29,,87,0,Not Recorded,,
C,,7/21/2008,1,,8,0.3,0.4,31,,85,0,Not Recorded,,
C,,08-07-2008,2,,7,0.35,0.35,28,,80,0,Not Recorded,,
C,,8/21/2008,,5.5,8,0.2,0.2,5.5,,75,0,Not Recorded,,
C,,09-09-2008,1,3.1,7.5,0.2,0.2,28,,74,0,Not Recorded,,
C,,9/23/2008,1,,8,0.1,0.1,21,,68,0,Not Recorded,,
C,,10-09-2008,0,3.9,8,0.2,0.2,21,,70,0,Not Recorded,,
C,,10/28/2008,1,6.3,8,0.4,0.5,10,,45,0,Not Recorded,,
C,,11-06-2008,2,,7.5,0.3,0.3,15,,60,0,Not Recorded,,
C,,11/18/2008,1,6.3,7,0.5,0.5,8,,41,0,Not Recorded,,
C,,12-04-2008,0,7.1,6,0.9,1.5,8,,47,0,Not Recorded,,
C,,12/16/2008,1,6.4,7.5,0.3,0.5,10,,49,0,Not Recorded,,
D,,01-03-2008,0,,6.5,0.8,0.9,3,,29,0,Not Recorded,,
D,,1/17/2008,1,5.1,6.5,0.9,1.3,6,,42,0,Not Recorded,,
D,,02-07-2008,0,6.5,6.5,1.9,1.9,15,,62,0,Not Recorded,,
D,,2/19/2008,0,,6.5,1.2,1.3,12,,48,0,Not Recorded,,
D,,03-07-2008,0,8.1,6.5,1.2,2,4,,45,0,Not Recorded,,
D,,3/21/2008,0,,6.5,0.9,1.5,13,,49,0,Not Recorded,,
D,,04-03-2008,0,7,6.5,0.7,1.3,12,,47,0,Not Recorded,,
D,,4/17/2008,0,,6.5,0.95,1.2,25,,60,0,Not Recorded,,
D,,05-08-2008,0,2.2,6,0.3,1.5,20,,70,0,Not Recorded,,
D,,5/22/2008,0,,6.5,0.6,1.5,22,,68,0,Not Recorded,,
D,,06-05-2008,0,5,7,0.7,1.3,28,,83,0,Not Recorded,,
D,,6/19/2008,1,,6.5,0.5,1.3,25,,,N/A,Not Recorded,,
D,,07-03-2008,1,4.6,7,0.6,1.2,27,,83,0,Not Recorded,,
D,,7/21/2008,1,,7.5,0.9,1.2,32,,85,0,Not Recorded,,
D,,08-07-2008,0,5,6.5,0.7,1.2,28,,79,0,Not Recorded,,
D,,8/21/2008,,5.1,6.5,0.6,1.3,26,,75,0,Not Recorded,,
D,,09-09-2008,1,6,6.5,0.7,1.2,27,,73,0,Not Recorded,,
D,,9/23/2008,0,,7,0.1,0.15,20,,68,0,Not Recorded,,
D,,10-09-2008,0,6,6.5,1,1.4,21,,69,0,Not Recorded,,
D,,10/28/2008,1,8.1,6.5,1.2,1.4,12,,45,0,Not Recorded,,
D,,11-06-2008,2,,6.5,1,1.2,15,,60,0,Not Recorded,,
D,,11/18/2008,1,6,6.5,0.7,1.4,10,,41,0,Not Recorded,,
D,,12-04-2008,0,,6.5,0.35,0.35,7,,47,0,Not Recorded,,
D,,12/16/2008,1,6.4,6.5,0.7,1.5,11,,49,0,Not Recorded,,
Bay,,01-03-2008,0,,7,0.2,0.4,1,,29,,S. Poe,,
Bay,,1/17/2008,1,7.1,7,0.3,0.3,6,,42,0,S. Poe,,
Bay,,02-07-2008,0,3,7,0.2,0.8,15,,61,0,S. Poe,,
Bay,,2/19/2008,0,5.3,7,0.3,0.7,11,,45,0,S. Poe,,
Bay,,03-07-2008,0,4,7,0.3,0.7,5,,45,0,S. Poe,,
Bay,,3/21/2008,0,7.5,7,0.2,0.7,12,,48,0,S. Poe,,
Bay,,04-03-2008,1,7.9,7,0.3,0.4,12,,47,0,S. Poe,,
Bay,,4/17/2008,0,6.4,7,0.25,0.25,12,,59,0,S. Poe,,
Bay,,05-08-2008,0,5.3,7,0.3,1,20,,70,0,S. Poe,,
Bay,,5/22/2008,0,,7,0.6,0.85,19,,67,0,S. Poe,,
Bay,,06-05-2008,0,4.9,7.2,0.6,0.88,26,,83,0,S. Poe,,
Bay,,6/19/2008,4,6.2,7,0.5,0.6,24.5,,75,0,S. Poe,,
Bay,,07-03-2008,1,7.3,8,0.4,0.4,26,,81,0,S. Poe,,
Bay,,7/21/2008,2,5.6,8.5,0.6,0.7,28,,83,0,S. Poe,,
Bay,,08-07-2008,3,6.6,8,0.7,0.7,26,,78,0,S. Poe,,
Bay,,8/21/2008,,5.9,8,0.6,0.6,23,,75,0,S. Poe,,
Bay,,09-09-2008,2,4.5,6,0.7,0.825,25,,73,0,S. Poe,,
Bay,,9/23/2008,3,3.7,8,1,1,20,,68,0,S. Poe,,
Bay,,10-09-2008,0,5.3,7,0.5,0.6,20,,68,0,S. Poe,,
Bay,,10/28/2008,3,7,7.5,0.7,0.9,11,,45,0,S. Poe,,
Bay,,11-06-2008,3,5.9,7,0.2,0.3,20,,59,0,S. Poe,,
Bay,,11/18/2008,1,9.3,7,0.7,0.7,9,,41,0,S. Poe,,
Bay,,12-04-2008,1,6.6,7,0.7,0.7,7,,47,0,S. Poe,,
Bay,,12/16/2008,1,5.6,6.5,0.6,0.85,12,,49,0,S. Poe,,
A,,01-08-2009,,,6.5,0.7,0.7,0.9,,43.7,16.48,Not Recorded,,
A,,1/27/2009,0,6.9,6.5,0.5,0.8,4,,38,0,Not Recorded,,
A,,02-05-2009,0,,6.5,0.4,0.4,2,,26,0,Not Recorded,,
A,,2/19/2009,0,5.2,6.5,0.8,0.9,10,,55,0,Not Recorded,,
A,,03-05-2009,,,6.5,0.75,0.75,8,,40,0,Not Recorded,,
A,,3/17/2009,,7.1,6.5,0.6,8.5,9,,46,0,Not Recorded,,
A,,04-05-2009,0,,7,0.5,0.8,15,,48,0,Not Recorded,,
A,,4/21/2009,0,3.7,6.5,0.4,0.6,19,,61,0,Not Recorded,,
A,,05-07-2009,0,,6.5,0.4,0.6,22,,69,0,Not Recorded,,
A,,5/21/2009,0,4.1,7,0.5,0.7,21,,61,0,Not Recorded,,
A,,06-02-2009,0,,7,0.5,0.5,27,,76,0,Not Recorded,,
A,,6/23/2009,0,4.2,7,0.5,0.5,16,,73,0,Not Recorded,,
A,,07-07-2009,0,,6.5,0.6,0.6,28,,76,0,Not Recorded,,
A,,7/21/2009,0,3.2,6.5,0.45,0.45,27,,72,0,Not Recorded,,
A,,08-04-2009,0,,6.5,0.5,0.5,30,,82,0,Not Recorded,,
A,,8/20/2009,0,3.5,6.5,0.5,0.5,29,,80,0,Not Recorded,,
A,,09-01-2009,0,,6.5,0.3,0.6,23,,70,0,Not Recorded,,
A,,9/17/2009,0,1.9,6.5,0.3,0.6,24,,70,0,Not Recorded,,
A,,10-01-2009,0,,6.5,0.5,0.7,20,,69,0,Not Recorded,,
A,,10/20/2009,0,6.3,6.5,0.5,0.5,14,,42,0,Not Recorded,,
A,,11-05-2009,0,5.9,,0.5,0.5,16,,60,0,Not Recorded,,
A,,11/20/2009,0,,6.5,0.5,0.8,15,,58,0,Not Recorded,,
A,,12-01-2009,0,6.4,6.5,0.7,0.7,12,,46,0,Not Recorded,,
A,,12/15/2009,1,,6.5,0.5,0.8,11,,51,0,Not Recorded,,
B,,01-08-2009,,,6.5,0.5,0.5,8,,43,0,Not Recorded,,
B,,1/27/2009,0,8,7,0.3,0.3,4,,38,0,Not Recorded,,
B,,02-05-2009,0,,7,0.4,0.4,1,,26,0,Not Recorded,,
B,,2/19/2009,0,8,7,0.25,0.25,10,,55,0,Not Recorded,,
B,,03-05-2009,0,,7,0.2,0.2,8,,40,0,Not Recorded,,
B,,3/17/2009,,8.6,7,0.45,0.45,9,,44,0,Not Recorded,,
B,,04-05-2009,0,,7.5,0.2,0.2,13,,48,0,Not Recorded,,
B,,4/21/2009,0,5.3,8,0.4,0.6,21,,62,0,Not Recorded,,
B,,05-07-2009,0,,7,0.1,0.3,22,,69,0,Not Recorded,,
B,,5/21/2009,0,4.8,9,0.1,0.3,20,,61,0,Not Recorded,,
B,,06-02-2009,0,,7,0.9,0.9,28,,76,0,Not Recorded,,
B,,6/23/2009,0,0.8,8.5,0.2,0.2,27,,73,0,Not Recorded,,
B,,07-07-2009,0,,7,0.2,0.2,27,,76,0,Not Recorded,,
B,,7/21/2009,0,1.8,7,0.5,0.5,25,,72,0,Not Recorded,,
B,,08-04-2009,0,,7.5,0.28,0.28,30,,82,0,Not Recorded,,
B,,8/20/2009,0,4.3,7.5,0.4,0.4,29,,81,0,Not Recorded,,
B,,09-01-2009,0,,7.5,0.5,0.6,21,,70,0,Not Recorded,,
B,,9/17/2009,0,1.1,6.5,0.1,0.6,24,,78,0,Not Recorded,,
B,,10-01-2009,0,,6.5,0.5,0.5,20,,69,0,Not Recorded,,
B,,10/20/2009,0,6.8,7,0.5,0.5,13,,58,0,Not Recorded,,
B,,11-05-2009,0,,7,0.6,0.6,17,,60,0,Not Recorded,,
B,,11/20/2009,0,,6.5,0.48,0.48,16,,58,0,Not Recorded,,
B,,12-01-2009,0,5.3,7,0.58,0.58,10,,47,0,Not Recorded,,
B,,12/15/2009,1,,6.5,0.4,0.4,10,,51,0,Not Recorded,,
C,,01-08-2009,,5.9,6.5,0.5,0.5,8.5,,46,0,Not Recorded,,
C,,1/27/2009,0,,7,0.5,0.5,4,,38,0,Not Recorded,,
C,,02-05-2009,0,8.4,7,0.5,0.5,1,,26,0,Not Recorded,,
C,,2/19/2009,0,,7,0.5,0.5,11,,55,0,Not Recorded,,
C,,03-05-2009,0,7.5,6.5,0.5,0.5,8,,40,0,Not Recorded,,
C,,3/17/2009,,,7,0.6,0.6,9,,44,0,Not Recorded,,
C,,04-05-2009,0,5.3,6.5,0.5,0.5,12,,48,0,Not Recorded,,
C,,4/21/2009,0,,8.5,0.35,0.35,20,,63,0,Not Recorded,,
C,,05-07-2009,0,6,,0.4,0.4,22,,70,N/A,Not Recorded,,
C,,5/21/2009,0,,8,0.4,0.4,20,,62,0,Not Recorded,,
C,,06-02-2009,,3.9,9,0.4,0.4,28,,75,0,Not Recorded,,
C,,6/23/2009,0,,9,0.4,0.8,30,,74,0,Not Recorded,,
C,,07-07-2009,0,4.2,6.5,0.35,0.35,26,,75,0,Not Recorded,,
C,,7/21/2009,0,,7,0.5,0.5,26,,73,0,Not Recorded,,
C,,08-04-2009,0,2.5,,0.4,0.4,28,,80,0,Not Recorded,,
C,,8/20/2009,0,,7.5,,,29,,81,0,Not Recorded,,
C,,09-01-2009,0,4.6,7.5,0.6,0.6,22,,70,0,Not Recorded,,
C,,10-01-2009,0,4.2,7,0.3,0.3,21,,69,0,Not Recorded,,
C,,10/20/2009,0,,7,0.25,0.25,14.5,,58,0,Not Recorded,,
C,,11-05-2009,0,,7.5,0.5,0.5,17,,60,0,Not Recorded,,
C,,11/20/2009,0,5.3,6.5,0.5,0.5,16,,58,0,Not Recorded,,
C,,12-01-2009,0,,6.5,0.5,0.5,12,,48,0,Not Recorded,,
C,,12/15/2009,2,6.3,6.5,0.67,0.67,11,,51,0,Not Recorded,,
D,,01-08-2009,,6.1,6.5,0.3,1.6,9,,46,0,Not Recorded,,
D,,1/27/2009,0,,6.5,0.6,1.5,4,,38,0,Not Recorded,,
D,,02-05-2009,0,9.7,6.5,0.7,1.4,2,,26,0,Not Recorded,,
D,,2/19/2009,0,,6.5,1.9,2.5,9,,56,0,Not Recorded,,
D,,03-05-2009,0,8,7,0.9,1.6,,,40,0,Not Recorded,,
D,,3/17/2009,,,6.5,0.7,1.6,9,,44,0,Not Recorded,,
D,,04-05-2009,0,6.7,6.5,0.5,1.5,14,,48,0,Not Recorded,,
D,,4/21/2009,0,,6.5,0.7,1.6,18,,63,0,Not Recorded,,
D,,05-07-2009,0,5,7,0.6,1.7,23,,70,0,Not Recorded,,
D,,5/21/2009,0,,6.5,0.5,1.6,22,,62,0,Not Recorded,,
D,,06-02-2009,0,4,6.5,0.7,1.5,26,,73,N/A,Not Recorded,,
D,,6/23/2009,0,,6.5,0.7,1.6,27,,74,0,Not Recorded,,
D,,07-07-2009,0,4,6.5,1.6,1.7,26,,75,0,Not Recorded,,
D,,7/21/2009,0,,6.5,0.7,1.3,26,,73,0,Not Recorded,,
D,,08-04-2009,0,4.8,6.5,0.7,1.4,,,80,0,Not Recorded,,
D,,8/20/2009,0,,7.5,0.8,1.4,30,,81,0,Not Recorded,,
D,,09-01-2009,1,7.7,6,0.5,1.5,21,,70,0,Not Recorded,,
D,,9/17/2009,0,,6.5,0.5,2.6,23,,70,0,Not Recorded,,
D,,10-01-2009,0,3.8,6,1.6,1.7,20,,69,0,Not Recorded,,
D,,10/20/2009,0,,6.5,1.4,1.5,14,,58,0,Not Recorded,,
D,,11-05-2009,0,,6.5,0.1,1.5,16,,60,0,Not Recorded,,
D,,11/20/2009,0,6,6,0.8,1.6,15,,58,0,Not Recorded,,
D,,12-01-2009,0,,6,1.2,1.6,12,,48,0,Not Recorded,,
D,,12/15/2009,2,7.2,5.5,1.3,1.65,10,,51,0,Not Recorded,,
Bay,,01-08-2009,,6.1,7,0.15,0.7,8.5,,46,N/A,S. Poe,,
Bay,,1/27/2009,0,6.4,7,0.03,0.03,5,,38,0,S. Poe,,
Bay,,02-05-2009,1,9.1,7,0.3,0.3,2,,26,0,S. Poe,,
Bay,,2/19/2009,1,9,7,3.5,3.5,12,,55,0,S. Poe,,
Bay,,03-05-2009,1,9,7,0.3,0.3,12,,40,0,S. Poe,,
Bay,,3/17/2009,,6.6,7,0.3,0.3,9,,46,0,S. Poe,,
Bay,,04-05-2009,0,7.5,7,0.3,0.8,15,,48,0,S. Poe,,
Bay,,4/21/2009,0,6.3,7,0.5,0.8,,,61,0,S. Poe,,
Bay,,05-07-2009,0,6.9,7,0.5,1.1,21,,69,0,S. Poe,,
Bay,,5/21/2009,0,8.1,8.5,0.03,0.03,19,,60,0,S. Poe,,
Bay,,06-02-2009,0,5.8,8.5,0.5,0.5,24,,73,0,S. Poe,,
Bay,,6/23/2009,0,6.6,9,0.7,0.7,24,,73,0,S. Poe,,
Bay,,07-07-2009,2,5.3,9,0.8,0.8,25,,75,0,S. Poe,,
Bay,,7/21/2009,1,3.1,8.5,0.65,0.65,25,,72,0,S. Poe,,
Bay,,08-04-2009,0,3.3,8.5,0.8,0.8,28,,80,0,S. Poe,,
Bay,,8/20/2009,0,3,7.5,0.8,0.8,27,,80,0,S. Poe,,
Bay,,09-01-2009,2,2.7,7,0.6,0.6,22,,70,0,S. Poe,,
Bay,,9/17/2009,2,4.1,7,0.8,0.8,24,,70,0,S. Poe,,
Bay,,10-01-2009,1,6.9,7,0.8,0.8,20,,69,0,S. Poe,,
Bay,,10/20/2009,0,2.3,7,0.4,0.4,12,,56,0,S. Poe,,
Bay,,11-05-2009,0,7.6,6.5,0.8,0.8,16,,60,0,S. Poe,,
Bay,,11/20/2009,2,7.2,7,0.7,0.9,16,,58,0,S. Poe,,
Bay,,12-01-2009,0,7.8,6.5,0.82,0.88,10,,46,0,S. Poe,,
Bay,,12/15/2009,,2,6.3,0.7,0.8,11,,51,0,S. Poe,,
A,,01-07-2010,,,,,,,,30,0,Not Recorded,,
A,,02-05-2010,,,6.5,0.7,0.9,5,,37,0,Not Recorded,,
A,,2/18/2010,,,6,0.9,1.1,5,,39,0,Not Recorded,,
A,,03-05-2010,0,,6.5,,,6,,40,0,Not Recorded,,
A,,3/16/2010,0,5.7,6,0.5,0.7,12,,44,0,Not Recorded,,
A,,04-06-2010,0,,6.5,0.7,0.8,21,,73,0,Not Recorded,,
A,,4/23/2010,0,4,6.5,0.5,0.6,18,,59,0,Not Recorded,,
A,,05-06-2010,0,,6.5,0.6,0.6,25,,76,0,Not Recorded,,
A,,5/19/2010,0,4.6,6.5,0.6,0.7,20,,59,0,Not Recorded,,
A,,06-01-2010,0,,6.5,0.5,0.5,26,,77,0,Not Recorded,,
A,,6/15/2010,0,4.5,6.5,0.5,0.5,29,,81,0,Not Recorded,,
A,,07-08-2010,0,,6.5,0.6,0.6,31,,82,0,Not Recorded,,
A,,7/20/2010,0,4.1,6.5,0.5,0.9,28,,84,0,Not Recorded,,
A,,08-03-2010,0,,7,0.1,0.4,29,,83,0,Not Recorded,,
A,,8/17/2010,0,4.2,6.5,0.8,0.9,28,,86,0,Not Recorded,,
A,,09-02-2010,0,,6.5,0.8,0.8,28,,77,0,Not Recorded,,
A,,9/22/2010,0,4,7.5,0.5,0.8,26,,75,0,Not Recorded,,
A,,10/14/2010,0,,6.5,0.2,0.9,20,,67,0,Not Recorded,,
A,,11-02-2010,0,,6.5,0.8,0.9,14,,55,0,Not Recorded,,
A,,11/16/2010,0,8.2,6.5,0.9,0.9,14,,60,0,Not Recorded,,
A,,12-07-2010,0,,7,4.5,4.5,3,,30,0,Not Recorded,,
A,,12/21/2010,,,,,,,,31,0,Not Recorded,,
B,,01-07-2010,,,,,,,,30,0,Not Recorded,,
B,,02-05-2010,,,,,,,,,N/A,Not Recorded,,
B,,2/18/2010,,,,0.6,0.6,5,,38,0,Not Recorded,,
B,,03-05-2010,0,,6.5,0.6,0.6,7,,40,0,Not Recorded,,
B,,3/16/2010,0,8.1,7,0.55,0.6,11,,44,0,Not Recorded,,
B,,04-06-2010,0,,6.5,0.2,0.5,21,,73,0,Not Recorded,,
B,,4/23/2010,0,4,6.5,0.4,0.4,16,,60,0,Not Recorded,,
B,,05-06-2010,0,,7,0.4,0.45,25,,76,0,Not Recorded,,
B,,5/19/2010,0,5.2,7.5,0.4,0.4,16,,59,0,Not Recorded,,
B,,06-01-2010,0,,7,0.3,0.3,25,,77,0,Not Recorded,,
B,,6/15/2010,0,4.2,7,0.2,0.2,28,,81,0,Not Recorded,,
B,,07-08-2010,0,,7,0.4,0.4,31,,82,0,Not Recorded,,
B,,7/20/2010,0,3.7,7,0.4,0.4,29,,84,0,Not Recorded,,
B,,08-03-2010,0,,6.5,0.9,0.9,28,,83,0,Not Recorded,,
B,,8/17/2010,0,3.4,7,0.5,0.5,,,87,0,Not Recorded,,
B,,09-02-2010,0,,8,0.4,0.4,27,,77,0,Not Recorded,,
B,,9/22/2010,0,3.2,9,0.2,0.35,26,,75,0,Not Recorded,,
B,,10/14/2010,0,,6.5,0.2,0.3,19,,67,0,Not Recorded,,
B,,11-02-2010,0,,7,0.3,0.3,13,,55,0,Not Recorded,,
B,,11/16/2010,0,4.3,8.5,0.2,0.2,16,,60,0,Not Recorded,,
B,,12-07-2010,0,,6.5,0.3,0.7,1,,30,0,Not Recorded,,
B,,12/21/2010,0,4.3,7,0.4,0.4,3,,31,0,Not Recorded,,
C,,01-07-2010,,,,,,,,30,0,Not Recorded,,
C,,02-05-2010,,,6.5,0.8,0.8,5,,37,0,Not Recorded,,
C,,2/18/2010,,,6.5,0.95,0.95,5,,38,0,Not Recorded,,
C,,03-05-2010,0,9.5,6.5,0.6,0.6,7,,40,0,Not Recorded,,
C,,3/16/2010,0,,6.5,0.6,0.6,9,,44,0,Not Recorded,,
C,,04-06-2010,0,5.1,6.5,0.5,0.5,22,,72,0,Not Recorded,,
C,,4/23/2010,0,,6.5,0.4,0.4,18,,60,0,Not Recorded,,
C,,05-06-2010,0,4.9,6.5,0.3,0.3,24,,76,0,Not Recorded,,
C,,5/19/2010,0,,6.5,0.7,0.7,19,,60,0,Not Recorded,,
C,,06-01-2010,0,5.1,7,0.3,0.3,25,,77,0,Not Recorded,,
C,,6/15/2010,0,,7,0.3,0.3,29,,80,0,Not Recorded,,
C,,07-08-2010,0,5.2,7.5,0.4,0.4,30,,82,0,Not Recorded,,
C,,7/20/2010,0,,7,0.4,0.4,31,,85,0,Not Recorded,,
C,,08-03-2010,0,4.5,6.5,0.4,0.4,28,,83,0,Not Recorded,,
C,,8/17/2010,0,,7,0.2,0.4,29,,87,0,Not Recorded,,
C,,09-02-2010,0,2.3,7,0.6,0.6,27,,76,0,Not Recorded,,
C,,9/22/2010,0,,8,0.3,0.3,26,,75,0,Not Recorded,,
